talk_time,battery_power,pc,three_g,mobile_wt,px_width,sc_h,sc_w,m_dep,touch_screen,fc,four_g,price_range,blue,n_cores,wifi,dual_sim,ram,int_memory,px_height,clock_speed
7,1154,2,1,181,1499,5,3,0,0,0,1,0,0,8,1,1,978,49,541,1.2
5,1172,7,0,95,1884,7,3,0,0,4,0,1,1,3,0,1,1107,41,1314,2.1
12,1154,13,1,98,1240,12,0,0,0,2,1,1,0,1,0,1,1470,5,539,1.1
17,501,20,0,174,1636,17,3,0,0,14,0,2,1,6,0,1,3077,22,239,0.5
14,1778,0,1,102,1954,5,0,0,0,0,0,1,0,3,0,0,1214,15,1445,0.5
12,1699,3,0,97,1768,17,10,0,1,1,0,3,0,4,1,1,3796,59,466,0.5
9,757,7,1,163,697,19,12,0,0,5,1,2,0,4,1,1,3237,58,535,2.3
17,1263,18,0,175,1883,14,3,0,0,12,0,1,0,5,1,0,1183,64,178,0.5
5,1467,0,1,122,1099,15,11,0,1,0,0,3,1,5,1,0,3962,18,888,0.5
18,1266,9,1,95,1698,11,0,0,0,0,1,2,0,6,0,0,1687,5,1365,0.5
13,581,10,1,180,565,10,4,0,1,5,1,0,0,2,1,0,354,56,523,0.6
19,1180,1,1,90,540,7,5,0,1,0,1,0,1,6,1,0,348,27,168,2.5
19,958,12,1,200,751,10,4,0,0,9,1,0,1,1,1,0,1417,60,730,1.6
3,1796,6,0,101,798,9,4,0,1,5,0,1,0,4,1,1,1642,7,667,1.6
12,1989,13,1,94,1497,17,9,0,1,0,1,2,0,3,1,1,1665,41,1100,2.5
5,1333,5,1,183,1301,18,16,0,1,3,1,3,0,7,0,0,3442,59,394,1.4
4,1296,3,1,124,1272,7,1,0,1,0,1,0,0,5,1,1,490,14,811,0.9
12,1007,12,1,185,831,8,6,0,1,5,1,0,1,8,0,1,1301,21,479,2.9
5,1053,12,1,103,1767,17,6,0,1,7,1,3,1,1,1,1,3086,45,594,0.8
4,1461,4,1,141,1298,16,1,0,0,3,1,3,0,7,0,1,3799,40,1265,2.4
20,989,15,1,132,804,10,1,0,0,13,1,1,1,3,1,0,2349,51,670,0.7
5,1053,12,1,103,1767,17,6,0,1,7,1,3,1,1,1,1,3086,45,594,0.8
13,972,8,0,193,1795,11,6,0,1,5,0,1,1,5,0,1,1615,13,1392,0.5
16,1627,16,1,180,1082,12,6,0,1,9,1,3,0,6,0,1,3206,32,52,0.9
12,509,15,1,93,1224,19,10,0,0,2,1,0,1,5,0,1,513,9,1137,0.6
16,1481,13,1,96,1533,10,5,0,1,4,1,2,1,5,1,1,2945,37,116,0.7
18,1567,6,1,119,1621,9,1,0,0,3,0,2,0,6,0,1,2312,22,545,0.5
12,1417,19,1,166,1029,13,9,0,0,10,1,1,1,4,1,0,2129,45,364,0.5
6,1093,12,1,171,1420,12,0,0,1,1,1,1,0,2,0,0,1646,31,1310,0.5
3,1923,10,1,191,1759,10,9,0,1,7,0,1,0,1,1,1,1489,46,767,0.5
10,1199,20,1,116,1552,17,13,0,0,15,1,3,1,4,1,1,3448,16,1168,2.5
7,1166,11,1,80,638,8,6,0,0,7,0,3,1,1,1,0,3887,59,437,0.5
6,1806,11,1,117,727,13,0,0,0,2,1,3,1,1,1,1,3142,54,347,2.0
18,1448,19,1,100,1144,9,4,0,1,18,0,0,0,5,1,1,593,2,846,0.5
20,582,11,0,107,1702,6,1,0,1,8,0,2,0,3,1,0,2977,32,1043,0.5
13,1248,8,1,89,1686,9,8,0,1,6,1,2,0,3,0,0,2454,9,71,2.4
18,682,11,0,121,1064,11,1,1,1,4,0,1,1,4,1,0,2337,19,902,0.5
6,1077,4,1,174,1304,6,2,1,1,0,1,1,0,3,0,1,1965,45,897,2.5
2,1910,2,1,146,639,8,7,0,1,0,0,2,0,7,1,0,2944,29,333,1.4
18,1902,9,0,124,1393,11,8,0,1,6,0,0,0,8,0,1,343,50,1142,2.8
9,1332,4,1,187,1165,5,0,0,1,2,0,1,0,2,0,1,1285,11,758,0.8
16,1681,13,0,158,1205,12,6,0,1,2,0,0,1,2,1,0,1122,11,195,2.5
7,1880,5,1,138,699,17,15,0,0,4,1,3,1,3,0,0,3333,18,71,1.8
3,722,20,0,93,1371,13,6,1,0,12,0,1,0,6,0,0,2359,12,138,1.1
17,919,15,1,159,570,8,4,0,0,11,0,0,0,1,0,1,1028,13,275,0.5
4,673,14,1,142,1570,18,17,0,0,13,1,3,1,6,1,0,3541,35,1096,1.9
9,1175,9,1,164,1394,9,4,0,1,2,0,1,1,7,0,0,1944,19,873,1.3
19,644,16,1,114,1654,9,0,0,0,7,1,2,1,1,1,1,2382,30,1140,1.3
17,625,3,1,138,1771,10,4,0,0,2,0,2,0,8,0,1,2929,42,203,2.7
8,550,17,1,145,1930,18,5,0,0,16,1,0,1,2,0,0,302,23,486,0.5
18,913,14,1,103,1144,15,3,0,1,1,1,1,0,1,0,1,2278,41,431,1.7
3,612,7,0,102,1891,8,4,0,0,6,0,3,1,7,0,1,3161,16,1360,1.9
6,1648,9,1,170,1876,8,1,0,1,6,1,1,0,4,0,0,610,64,1153,0.7
2,1616,8,1,100,1133,7,3,0,1,3,0,0,1,5,0,1,657,52,151,2.3
15,662,10,0,138,1224,17,15,0,1,5,0,1,0,1,1,0,2125,20,1001,0.5
7,1166,1,1,80,603,7,1,0,1,0,1,3,0,4,0,1,3993,43,205,1.5
15,1663,15,1,147,1545,8,5,0,0,0,0,1,1,4,0,0,1336,40,951,0.5
18,1110,2,1,192,1262,12,8,0,1,1,0,0,0,5,0,0,456,42,1179,0.6
11,1331,15,1,146,1531,6,2,0,0,8,0,1,0,3,1,0,1732,55,1162,0.5
18,1820,3,1,161,1951,10,2,0,1,0,1,1,1,1,0,1,574,64,1157,1.7
8,959,14,1,196,1331,19,1,0,1,0,0,3,1,5,1,1,3073,36,1313,1.3
7,1472,10,1,130,1744,12,11,0,1,1,0,1,0,6,0,1,985,36,1452,2.8
3,1056,11,1,101,979,15,5,0,1,8,1,2,1,3,1,1,2651,37,914,2.1
14,1744,3,1,112,718,18,7,0,0,1,1,1,1,8,0,0,1205,20,68,1.0
8,637,4,1,97,1989,18,4,0,0,3,1,0,0,4,1,0,374,60,1125,2.3
6,959,19,1,84,1631,16,1,1,0,15,0,3,1,4,0,1,3965,20,561,2.6
10,903,0,1,91,1235,9,5,0,1,0,1,0,0,1,0,1,711,50,1230,1.0
12,728,1,1,88,1529,5,1,0,1,0,0,1,0,4,1,1,2039,25,526,2.7
15,1380,13,1,92,500,13,2,0,1,1,1,0,1,3,0,1,797,4,420,2.1
14,1770,5,1,183,1373,13,10,0,0,0,0,3,1,6,1,0,3785,9,1098,2.3
12,1125,14,1,117,939,14,8,0,1,10,0,1,1,1,0,0,1641,23,774,2.7
13,1571,1,1,100,1398,12,10,0,1,0,1,0,0,6,0,0,666,19,713,1.4
16,1723,17,1,126,1361,5,0,0,1,1,1,1,1,3,1,0,1213,7,384,1.0
11,832,3,1,103,1504,5,2,0,0,2,1,1,0,4,1,1,1799,39,125,0.7
19,989,19,1,166,1394,18,7,0,1,4,0,3,1,3,0,0,3892,17,256,2.0
14,672,11,0,95,1143,17,8,0,0,0,0,0,1,4,0,1,667,54,578,0.5
4,912,11,1,84,1310,8,4,0,1,6,1,0,1,4,1,1,851,46,995,2.8
13,1593,0,1,130,1336,15,13,0,1,0,1,1,1,8,1,0,1354,52,761,1.0
2,973,16,1,190,1816,6,4,0,0,5,1,2,1,7,0,0,2977,57,457,1.5
7,708,7,1,195,654,6,5,1,1,0,1,1,1,8,1,1,2169,63,78,2.7
14,609,4,1,93,1948,11,10,0,1,3,0,1,0,4,1,0,1866,26,938,0.5
7,1977,6,0,173,1356,8,2,0,0,2,0,3,0,8,0,1,2641,31,1145,1.3
2,1606,0,1,200,770,11,1,0,0,0,1,3,1,5,0,1,3437,33,157,0.5
6,1726,3,1,106,1804,16,7,0,0,1,1,2,1,5,0,0,1868,42,1221,1.9
20,1882,19,1,113,743,19,8,0,1,11,1,3,0,8,0,0,3579,44,4,2.0
12,1068,9,1,197,875,19,12,0,1,0,1,0,0,8,0,1,1209,19,322,0.5
18,660,10,1,111,1178,6,5,0,1,5,1,0,0,2,1,0,588,40,262,0.5
6,739,4,1,88,1536,7,6,0,0,2,1,0,1,3,1,1,475,58,1052,2.3
7,508,8,1,94,557,13,12,0,0,7,1,0,0,1,0,0,663,42,39,0.8
6,1281,6,0,148,1617,12,1,0,1,0,0,1,1,1,0,1,1129,28,1285,2.3
15,1486,15,0,85,1747,13,1,0,1,7,0,0,0,4,0,0,297,52,1430,2.6
16,709,0,0,136,1596,12,9,0,1,0,0,1,1,1,1,1,1973,35,1545,2.0
3,880,19,1,198,660,6,4,0,0,2,0,2,0,4,0,0,3006,6,632,1.7
2,1661,2,1,109,1337,9,8,1,0,1,1,1,1,7,1,1,864,6,594,0.8
7,961,3,1,114,1434,18,9,0,1,0,1,2,1,8,1,1,2782,57,291,1.4
11,1224,18,1,109,826,10,0,0,1,16,1,0,0,6,1,0,506,6,747,0.5
6,1313,6,0,105,1308,11,10,0,1,4,0,3,1,1,1,1,3791,9,416,1.8
7,1995,15,0,129,1104,15,11,0,1,6,0,1,1,1,1,0,1322,26,649,0.5
3,539,2,1,86,967,7,4,0,1,1,0,0,0,4,0,1,1326,24,958,2.0
19,1712,12,1,137,1126,16,1,0,0,1,0,3,0,7,0,0,3652,63,747,1.4
9,935,12,1,155,1087,10,4,0,0,3,1,2,1,5,1,1,2473,58,639,0.5
3,555,12,0,163,1010,19,14,0,1,2,0,0,1,5,1,1,343,17,956,0.5
19,651,4,1,176,858,14,9,0,1,2,1,1,1,5,0,1,2244,63,548,0.8
19,1234,15,0,174,725,12,9,0,0,8,0,2,0,6,1,1,3351,17,209,1.7
4,1992,15,1,100,1596,9,3,1,1,5,1,1,1,2,1,0,606,57,1552,1.6
18,1831,14,1,148,1113,10,5,0,0,3,1,2,1,7,0,0,2460,44,437,2.3
5,1299,6,1,83,908,19,8,0,0,0,0,1,1,6,1,1,1938,64,46,2.8
15,1923,4,1,86,1264,9,2,1,1,3,0,2,0,4,0,0,2479,24,874,1.3
15,767,10,0,175,1517,10,0,0,1,4,0,0,0,4,0,0,527,28,344,1.5
5,721,18,1,102,1255,10,0,0,1,1,1,3,1,5,1,1,3606,15,655,2.7
15,1323,12,1,131,619,10,0,0,1,10,1,1,1,4,1,1,1892,28,162,2.5
12,803,1,0,106,935,18,15,0,1,0,0,2,0,4,0,1,2801,18,627,0.8
13,1631,12,1,198,1905,13,5,0,0,2,1,0,0,7,0,1,301,3,177,0.9
15,767,10,0,175,1517,10,0,0,1,4,0,0,0,4,0,0,527,28,344,1.5
18,1933,9,0,154,1473,14,2,0,1,1,0,0,0,3,0,1,838,16,229,2.8
15,1220,8,1,125,1933,19,11,0,1,3,0,2,0,4,1,0,2589,62,403,2.9
7,1210,0,0,93,1462,17,9,0,0,0,0,2,0,5,0,0,2394,63,1177,0.5
11,841,14,1,81,675,6,5,0,1,6,1,0,0,5,0,0,957,11,125,0.5
13,1358,1,1,147,1635,14,10,0,0,0,0,0,0,3,0,0,440,60,889,1.7
3,1469,0,0,123,1133,8,1,0,1,0,0,0,0,7,0,0,1052,8,398,2.1
8,667,7,0,185,1947,11,8,0,1,3,0,2,0,1,0,1,2528,8,1015,2.6
6,1425,14,1,127,1897,13,2,0,1,9,1,0,0,8,1,0,590,35,150,1.2
14,793,15,1,133,1935,17,13,0,1,5,1,2,0,2,1,1,2332,30,1858,1.0
18,1086,19,1,135,1976,17,1,0,1,0,1,3,0,8,1,0,3930,24,1874,2.7
13,1151,1,0,128,1560,18,8,0,1,0,0,2,1,8,0,1,2377,31,1022,2.9
9,1329,6,1,198,682,11,10,0,1,5,1,1,1,8,0,0,2308,23,380,1.7
8,1940,7,0,93,858,14,6,0,1,4,0,2,1,5,0,1,2297,17,112,0.9
18,772,10,0,100,1471,13,6,0,1,7,0,0,0,2,1,1,929,6,741,2.6
20,1092,10,0,185,1424,12,3,0,1,8,0,1,0,1,1,1,1303,45,1404,2.7
18,1589,16,1,100,1759,16,8,0,0,3,1,3,1,8,1,0,3970,26,1673,1.4
17,1537,5,1,137,1131,18,17,0,1,4,1,3,1,1,1,0,3685,43,839,2.5
8,1310,9,0,135,889,16,0,0,0,6,0,0,1,8,0,1,1175,57,449,2.3
17,1751,20,0,178,564,8,6,0,0,6,0,2,0,6,1,1,2969,8,170,0.5
10,1572,8,1,157,1937,12,8,0,0,0,1,3,0,7,0,0,2462,58,1109,0.6
14,1851,11,1,198,1967,7,6,0,0,3,1,0,1,6,1,1,735,12,293,1.9
11,904,4,1,168,507,15,12,0,0,3,1,0,0,3,0,0,1360,35,42,1.8
17,1086,1,1,111,1150,11,5,0,1,0,1,2,1,6,0,1,3285,43,56,1.7
4,697,6,1,173,1477,12,6,0,1,5,1,0,0,2,1,1,259,20,478,2.7
13,654,4,1,196,1898,17,4,0,0,0,1,1,1,4,0,0,1036,52,1715,1.3
4,1083,11,1,178,1118,13,3,0,0,1,1,3,1,3,0,1,3210,64,1025,2.9
8,1987,7,1,181,1516,18,5,1,1,3,1,3,1,3,1,0,3117,53,1052,0.5
9,523,2,0,155,1042,9,1,0,1,1,0,0,0,8,0,1,1427,14,304,2.6
10,1444,16,0,104,917,14,9,0,0,9,0,3,1,7,0,0,3764,38,624,2.1
13,911,2,1,182,763,8,4,0,1,1,1,1,1,2,1,1,2638,28,157,2.2
19,1512,5,1,145,670,18,10,0,1,4,1,0,0,5,1,0,869,46,336,0.9
11,1128,10,1,135,1582,5,0,0,0,9,1,1,1,8,0,0,1434,46,751,1.1
9,862,14,1,107,1977,9,4,0,1,9,1,3,0,8,1,0,3458,6,829,2.3
13,1452,11,1,123,1040,12,10,0,0,1,1,2,1,6,0,1,2669,25,42,0.5
16,963,3,1,156,821,12,6,0,0,1,1,2,0,3,0,0,2722,60,742,0.5
13,1628,8,1,101,643,16,10,0,0,5,1,3,0,6,0,0,3361,33,412,0.5
9,603,16,0,126,1057,13,1,0,0,3,0,3,1,3,1,1,3703,35,692,2.5
18,1989,15,1,193,682,7,0,0,1,8,0,2,1,8,0,1,2369,17,629,2.9
9,1733,20,1,119,527,17,16,1,0,3,1,3,1,6,0,0,3576,36,357,2.8
11,1358,0,0,135,1655,5,1,0,0,0,0,3,0,7,1,1,3406,20,1485,2.5
8,855,3,1,159,1196,16,8,0,1,2,1,1,1,2,1,0,1875,59,1028,0.5
7,1786,10,1,161,1671,9,3,0,1,9,1,3,0,7,1,0,2764,58,231,0.5
10,1454,10,1,160,1100,14,10,0,1,6,1,0,1,4,1,0,719,21,186,1.6
8,1617,10,1,111,1079,19,10,0,1,1,1,2,0,2,1,0,2754,63,274,1.5
6,1087,9,1,166,589,14,6,0,0,0,1,0,0,3,1,0,690,16,295,1.3
4,1358,14,1,155,1858,9,4,0,1,11,1,3,1,4,0,0,3068,36,1565,0.5
13,1715,6,1,171,1652,7,4,0,0,4,1,0,0,5,0,0,514,3,79,1.9
19,1924,10,1,111,686,13,3,0,0,3,1,3,0,2,0,0,3423,63,122,0.5
4,1433,11,1,133,799,11,9,0,1,7,0,0,0,8,1,0,258,4,281,1.6
12,707,0,1,194,1508,17,14,0,1,0,1,1,0,2,1,0,1853,16,1027,0.5
12,1163,0,0,155,754,19,2,0,0,0,0,2,0,2,1,1,2768,49,520,2.8
13,1445,15,1,173,1345,7,4,0,1,7,1,1,1,7,1,1,1441,20,1273,2.4
14,1977,18,1,171,1242,18,7,1,1,7,1,2,1,7,0,1,1971,54,1226,2.0
13,1703,0,1,192,1235,5,4,0,0,0,1,0,1,1,1,0,1046,22,286,0.5
17,805,14,0,97,704,11,6,0,1,0,0,0,1,4,1,0,418,64,641,0.7
3,1559,17,1,162,1559,9,1,0,1,6,1,3,1,6,1,1,3352,6,179,1.6
16,1131,18,1,101,878,19,13,0,1,11,0,1,1,5,0,1,1835,49,658,0.5
4,1749,8,1,178,775,5,4,0,0,7,1,2,1,1,1,1,2195,49,470,0.5
14,793,15,1,133,1935,17,13,0,1,5,1,2,0,2,1,1,2332,30,1858,1.0
7,618,15,1,80,724,15,12,0,1,9,1,0,1,4,0,0,1424,13,591,1.0
10,1523,6,1,117,539,18,12,0,1,5,1,3,1,2,1,0,3971,57,247,2.4
18,1379,13,1,118,755,11,4,0,0,6,1,1,1,8,1,0,1693,9,98,1.5
17,1805,2,0,182,891,19,4,0,1,0,0,1,1,4,0,0,1276,29,758,0.5
10,1012,6,1,161,1195,8,0,0,1,4,0,2,0,4,0,1,2802,39,882,0.5
19,616,4,1,150,513,17,9,0,0,3,1,2,1,7,0,0,3267,21,347,2.2
8,1914,2,1,118,1701,17,1,0,0,1,0,1,0,8,1,0,643,35,942,0.7
4,1263,3,1,146,1609,9,6,0,1,0,0,2,1,6,1,0,1958,5,954,2.0
8,635,17,1,110,1299,19,17,1,0,9,0,2,1,7,0,0,2452,16,599,0.5
8,1472,19,1,168,1052,19,15,0,0,6,0,2,1,6,0,0,2677,61,710,2.3
11,1342,8,0,173,620,7,2,0,1,1,0,2,0,1,1,0,2644,50,127,2.8
19,616,4,1,150,513,17,9,0,0,3,1,2,1,7,0,0,3267,21,347,2.2
13,1944,18,1,197,1970,17,14,0,1,5,1,1,1,6,0,0,584,36,1060,0.5
11,1812,15,1,162,1550,18,13,1,1,4,1,3,1,7,1,1,3338,42,380,1.3
6,959,19,1,84,1631,16,1,1,0,15,0,3,1,4,0,1,3965,20,561,2.6
6,1277,6,1,142,1460,18,17,0,1,0,1,3,1,6,0,1,3559,35,309,0.5
20,837,15,1,104,1831,16,6,0,0,1,0,0,0,5,1,1,594,51,638,2.4
15,1438,7,0,169,867,14,11,0,0,3,0,2,1,8,0,0,2246,16,859,1.8
4,592,10,0,103,970,5,0,0,0,1,0,0,0,7,1,1,1507,52,332,0.8
18,860,18,1,187,1463,17,2,0,0,13,0,1,1,7,0,1,1870,48,335,1.6
7,880,2,1,173,1350,12,1,0,1,0,0,0,1,2,0,1,1414,33,30,1.7
6,1634,5,1,200,1677,11,6,0,1,1,1,3,1,2,1,0,3031,17,964,1.4
8,1330,12,1,84,1304,19,6,0,1,6,1,3,0,4,0,0,3269,52,462,0.9
20,1602,20,1,114,788,8,7,0,0,4,1,0,1,3,0,1,1037,38,466,2.8
13,1122,14,1,120,790,11,2,0,1,9,0,2,0,4,1,0,3291,2,331,1.2
16,1174,20,0,147,1244,17,14,1,1,7,0,0,1,4,1,0,804,30,744,0.9
11,878,18,1,153,618,9,7,0,1,13,1,2,1,4,0,0,3497,31,575,1.3
4,561,13,1,193,1294,10,0,0,1,7,1,0,1,3,0,1,665,2,1055,2.1
9,568,4,1,179,1703,17,9,0,0,1,0,0,0,3,0,0,950,36,181,2.0
5,1540,1,1,157,831,11,8,0,0,0,1,0,0,7,0,1,1161,29,318,0.7
4,895,14,0,164,1575,7,0,0,0,6,0,2,0,8,1,1,3122,16,126,0.5
2,1686,4,0,166,1453,14,11,0,0,3,0,3,1,4,0,1,2958,38,397,2.8
8,1355,16,1,132,891,19,4,0,1,10,1,0,0,5,0,0,880,23,651,2.3
7,1617,9,1,85,1426,5,3,0,0,8,1,0,1,1,0,0,296,36,743,2.4
4,1330,20,1,126,1637,10,1,0,0,11,0,2,0,7,0,0,2166,37,1103,1.1
7,961,16,1,152,621,15,6,0,1,10,0,2,1,6,1,1,2981,51,554,1.5
8,603,0,1,156,1968,10,4,0,1,0,1,0,1,6,1,1,604,64,1842,0.7
5,1768,2,1,88,1814,9,6,0,1,0,1,3,1,7,0,0,3256,2,1303,2.0
9,1284,14,0,155,516,16,2,0,1,0,0,1,1,2,1,1,2197,10,160,2.8
11,1052,16,0,195,1839,6,1,0,0,1,0,0,0,4,1,0,552,6,1191,0.9
20,553,1,1,136,1892,12,10,0,0,0,1,3,1,2,0,1,3300,18,1287,2.2
16,1536,20,1,105,1634,6,0,0,1,12,0,2,0,7,0,0,2020,13,22,0.8
20,1645,2,1,123,1308,10,8,0,0,1,0,0,1,7,0,0,783,21,897,1.8
12,1829,7,1,160,1267,16,11,0,0,0,1,2,1,5,1,0,2080,15,729,0.5
18,615,4,0,163,1664,7,4,0,0,0,0,1,1,6,1,1,2211,42,104,0.5
13,1273,14,1,178,1399,8,5,0,0,1,0,0,1,6,0,0,558,23,485,0.7
20,1883,13,1,146,1739,16,8,0,0,3,1,3,1,6,0,0,2600,10,836,0.5
5,1426,16,1,174,1694,14,9,0,0,4,1,1,0,5,0,0,1277,12,1573,1.6
18,1893,11,0,134,763,14,3,0,1,8,0,3,1,2,1,1,3822,63,637,2.1
14,1744,0,1,158,1558,10,6,0,0,0,1,0,0,1,0,0,345,62,621,2.8
2,1686,4,0,166,1453,14,11,0,0,3,0,3,1,4,0,1,2958,38,397,2.8
9,1949,4,0,186,592,17,10,0,0,0,0,1,0,5,0,0,1125,20,518,1.8
12,1482,10,1,142,642,12,8,0,1,2,0,2,0,7,1,0,2971,48,634,0.5
10,1579,18,1,142,1484,16,4,0,1,0,0,1,1,6,1,0,1713,27,831,1.5
6,565,8,1,158,703,13,6,0,1,1,0,1,0,2,1,1,2156,50,543,0.6
14,1654,2,1,146,1719,8,1,0,1,1,0,1,0,7,1,0,1070,11,1184,1.8
16,1062,13,0,160,1807,7,3,0,0,6,0,3,1,1,1,1,3803,10,1596,2.5
13,819,20,1,188,1242,5,4,0,0,8,1,1,0,6,1,1,1814,42,339,0.6
19,1523,8,1,129,1606,19,8,0,1,6,1,0,1,1,0,0,707,11,148,1.8
7,1969,20,1,85,764,16,7,0,1,5,1,0,0,8,0,1,315,7,332,0.8
17,1522,5,1,124,1191,14,5,0,0,4,0,1,1,1,1,1,1368,28,952,0.7
10,1707,2,0,80,1388,12,0,0,0,0,0,2,0,7,0,0,1774,41,1331,1.4
19,1083,20,1,126,1469,19,18,0,1,6,0,0,0,2,1,0,681,52,925,1.0
11,1697,0,1,90,1046,15,1,0,1,0,1,0,0,4,0,0,441,60,88,0.5
11,1517,14,1,143,1489,15,5,0,1,6,1,3,0,5,1,0,2822,48,802,0.5
17,1178,0,0,101,596,6,3,0,0,0,0,2,1,5,0,0,2511,49,579,1.3
4,1569,6,1,190,665,6,2,0,0,4,1,3,1,4,0,1,3905,54,371,1.6
15,1225,1,1,138,1101,12,11,0,1,0,1,2,0,7,0,1,2675,2,217,0.7
17,1082,20,0,101,724,12,2,1,1,11,0,1,0,4,0,1,2177,2,398,2.3
14,1830,12,0,191,1583,8,7,0,1,0,0,2,0,6,0,0,2334,7,460,0.5
6,664,4,1,110,1478,19,15,0,1,1,1,3,1,7,1,1,3629,51,701,1.1
17,868,0,1,83,1026,11,7,0,0,0,0,1,0,4,0,0,1653,30,276,1.7
6,1479,10,1,156,1476,13,12,0,0,8,0,3,0,3,1,0,3323,19,180,0.5
16,1336,9,1,194,583,13,1,0,1,5,1,1,0,5,1,0,1869,17,55,0.9
4,1216,7,0,199,1967,13,5,0,1,4,0,2,0,3,1,0,2268,47,1852,3.0
10,1095,5,1,197,1247,9,1,0,1,4,0,0,1,1,0,0,560,45,179,0.5
13,645,17,1,184,1130,18,2,0,1,6,1,0,0,8,0,0,714,41,741,1.2
13,1395,1,1,111,705,11,0,0,0,0,0,2,0,3,1,1,2571,23,213,1.8
13,1662,13,1,126,1509,9,5,0,1,0,1,3,0,4,1,0,3760,61,32,0.5
9,1733,20,1,119,527,17,16,1,0,3,1,3,1,6,0,0,3576,36,357,2.8
4,730,2,1,89,1247,19,15,0,1,0,1,0,0,8,1,1,1210,4,302,2.1
4,1296,3,1,124,1272,7,1,0,1,0,1,0,0,5,1,1,490,14,811,0.9
11,804,13,1,89,818,11,5,0,0,12,1,1,1,1,0,1,2027,41,709,0.8
3,612,7,0,102,1891,8,4,0,0,6,0,3,1,7,0,1,3161,16,1360,1.9
4,802,6,0,153,734,17,13,0,1,3,0,2,0,5,0,1,3063,43,527,0.5
7,1727,8,1,85,1992,19,13,0,0,2,1,3,0,7,1,0,2457,63,1463,2.1
17,1685,15,0,137,1429,6,3,0,1,14,0,0,0,7,1,0,881,16,120,0.6
17,1569,20,1,110,1942,9,2,0,0,17,0,1,0,4,0,1,1260,44,45,2.8
12,1054,10,1,196,774,16,12,0,0,3,1,1,1,7,1,1,2296,40,27,1.8
6,1576,4,1,173,1386,17,2,0,1,0,1,3,1,2,0,1,3220,14,1213,0.9
10,601,13,1,154,765,12,8,0,1,4,1,0,1,4,1,0,532,4,356,1.4
17,1770,6,1,128,1552,6,1,0,0,0,0,1,0,7,0,1,1480,7,886,2.3
20,1965,13,1,149,676,11,1,0,1,4,1,3,1,5,1,0,2973,29,584,0.5
11,1148,20,1,170,688,10,7,0,0,0,1,2,0,5,0,1,3127,58,606,2.3
17,1685,15,0,137,1429,6,3,0,1,14,0,0,0,7,1,0,881,16,120,0.6
4,1296,3,1,124,1272,7,1,0,1,0,1,0,0,5,1,1,490,14,811,0.9
10,1948,13,0,136,700,6,1,0,1,4,0,0,0,1,0,1,361,5,651,2.9
6,1987,18,1,119,1925,12,4,0,1,0,0,1,1,8,0,0,857,50,960,1.9
16,1965,9,1,84,1660,17,0,1,1,6,1,3,0,7,1,0,3535,4,977,0.5
5,966,10,1,117,1754,10,1,0,0,9,1,2,1,4,1,0,2574,50,1446,0.6
11,1719,1,1,187,520,10,1,0,1,0,0,2,1,3,1,1,2610,52,417,2.1
15,564,1,1,168,1980,14,8,0,1,0,1,0,0,3,0,1,1074,51,912,1.8
19,1589,2,1,112,1397,7,5,0,1,0,0,3,0,5,1,0,3430,5,776,0.6
19,1869,13,1,152,874,15,3,0,0,0,1,1,0,1,0,0,1375,30,163,2.6
7,1441,17,1,118,1071,16,4,0,0,11,1,2,0,8,1,1,2317,3,577,2.1
5,1872,18,1,139,1389,16,15,0,1,14,0,3,1,7,0,1,3153,49,81,0.5
3,1802,9,1,101,590,14,7,0,1,0,1,0,0,7,0,1,696,10,253,2.7
2,926,14,1,161,793,18,7,0,0,6,1,0,1,7,1,0,256,59,84,0.8
17,1283,5,1,93,692,9,6,0,1,4,0,2,1,5,0,1,2698,47,372,1.6
16,557,4,0,89,710,17,16,0,0,3,0,1,0,6,0,1,2623,17,322,0.5
15,1380,13,1,92,500,13,2,0,1,1,1,0,1,3,0,1,797,4,420,2.1
6,1727,18,0,158,1288,5,2,0,0,10,0,0,1,6,0,1,512,57,376,2.1
5,1836,15,1,184,1230,7,3,0,1,0,1,3,1,7,0,1,3072,30,276,2.1
18,1159,8,0,104,1206,8,7,0,0,3,0,2,0,4,0,0,2115,36,717,1.5
18,1876,4,1,182,585,12,2,0,0,3,1,2,0,3,0,1,3021,56,235,2.8
19,1498,4,1,170,1076,7,3,0,0,3,1,3,1,7,0,0,3358,8,347,0.7
2,1077,14,1,131,1079,17,11,0,0,13,1,3,1,4,1,0,3454,49,334,2.5
4,1676,3,1,145,1197,14,8,0,0,2,0,2,0,1,1,0,2515,37,134,1.6
4,674,0,1,93,772,18,6,0,1,0,1,0,1,3,0,1,589,8,750,2.8
18,1893,11,0,134,763,14,3,0,1,8,0,3,1,2,1,1,3822,63,637,2.1
5,1368,18,0,97,829,13,6,0,1,10,0,2,0,7,1,1,2496,50,698,3.0
2,1878,19,0,85,1026,18,7,0,0,9,0,1,1,8,0,0,1334,29,210,0.5
4,1413,12,1,185,1318,19,16,0,0,4,1,3,0,5,0,1,3878,39,1039,0.5
14,1780,11,1,190,1463,19,17,0,1,6,0,3,1,4,1,0,2776,27,1331,0.5
7,1166,1,1,80,603,7,1,0,1,0,1,3,0,4,0,1,3993,43,205,1.5
11,579,10,0,89,1517,12,4,1,0,3,0,2,1,8,1,0,2908,7,808,2.5
13,1715,17,1,83,1615,17,6,0,0,4,1,0,0,8,0,1,625,31,638,1.0
