Unnamed: 0,index,talk_time,battery_power,pc,three_g,mobile_wt,px_width,sc_h,sc_w,m_dep,touch_screen,fc,four_g,hgv,price_range,blue,n_cores,wifi,dual_sim,ram,werf,int_memory,px_height,clock_speed
6780,1958,3.0,1976.0,19.0,0.0,136.0,1933.0,11.0,1.0,1.0,0.0,6.0,0.0,3.0,3.0,1.0,4.0,0.0,1.0,2470.0,9156615,45.0,652.0,2.6
6784,951,11.0,633.0,10.0,1.0,102.0,1915.0,19.0,14.0,0.7,1.0,0.0,1.0,11.0,1.0,1.0,6.0,0.0,0.0,1401.0,9156615,46.0,709.0,1.4
6785,2304,7.0,1441.0,17.0,1.0,118.0,1071.0,16.0,4.0,0.1,0.0,11.0,1.0,7.0,2.0,0.0,8.0,1.0,1.0,2317.0,9156615,3.0,577.0,2.1
6789,1100,9.0,741.0,13.0,1.0,178.0,594.0,19.0,11.0,0.3,1.0,1.0,0.0,9.0,0.0,0.0,5.0,1.0,0.0,1886.0,9156615,14.0,334.0,1.5
6793,1782,8.0,1436.0,4.0,1.0,106.0,1411.0,8.0,4.0,0.3,0.0,3.0,1.0,8.0,2.0,1.0,5.0,0.0,1.0,2488.0,9156615,23.0,189.0,2.4
6795,642,5.0,1063.0,10.0,1.0,95.0,935.0,16.0,6.0,0.9,1.0,0.0,1.0,5.0,0.0,1.0,6.0,0.0,0.0,961.0,9156615,31.0,295.0,2.5
6796,1663,7.0,1416.0,0.0,0.0,93.0,1578.0,10.0,2.0,0.1,0.0,0.0,0.0,7.0,3.0,1.0,4.0,1.0,1.0,3872.0,9156615,20.0,1175.0,1.8
6818,1787,11.0,1830.0,11.0,1.0,117.0,1882.0,13.0,10.0,0.3,0.0,7.0,1.0,11.0,3.0,1.0,1.0,0.0,0.0,3362.0,9156615,47.0,1191.0,1.0
6821,2004,4.0,605.0,16.0,1.0,142.0,1026.0,15.0,6.0,0.1,0.0,8.0,1.0,4.0,0.0,0.0,3.0,0.0,0.0,392.0,9156615,9.0,160.0,1.0
6823,213,10.0,1827.0,16.0,1.0,128.0,1020.0,14.0,9.0,0.5,1.0,4.0,1.0,10.0,2.0,0.0,5.0,0.0,0.0,2844.0,9156615,39.0,55.0,1.7
6831,852,12.0,814.0,10.0,1.0,177.0,1406.0,16.0,6.0,0.8,0.0,2.0,0.0,12.0,1.0,1.0,2.0,0.0,1.0,1944.0,9156615,41.0,1092.0,1.1
6836,1137,6.0,921.0,3.0,0.0,83.0,1229.0,10.0,0.0,0.1,0.0,1.0,0.0,6.0,0.0,0.0,2.0,1.0,1.0,1080.0,9156615,60.0,1211.0,0.6
6837,1461,3.0,1201.0,5.0,1.0,198.0,1723.0,11.0,4.0,0.4,1.0,1.0,1.0,3.0,0.0,1.0,6.0,0.0,0.0,726.0,9156615,10.0,1151.0,0.5
6844,1498,6.0,881.0,6.0,1.0,160.0,636.0,18.0,9.0,0.5,1.0,1.0,0.0,6.0,1.0,0.0,3.0,1.0,0.0,2110.0,9156615,64.0,115.0,1.0
6867,2068,20.0,1854.0,5.0,1.0,101.0,627.0,17.0,4.0,0.1,1.0,2.0,1.0,20.0,1.0,0.0,5.0,0.0,0.0,1886.0,9156615,8.0,506.0,3.0
6868,1182,5.0,709.0,15.0,1.0,81.0,1422.0,17.0,11.0,0.1,1.0,11.0,1.0,5.0,0.0,0.0,8.0,1.0,0.0,467.0,9156615,13.0,570.0,1.9
6869,1175,15.0,563.0,12.0,1.0,115.0,684.0,14.0,4.0,0.3,0.0,3.0,0.0,15.0,2.0,0.0,7.0,0.0,1.0,3012.0,9156615,47.0,211.0,2.0
6876,1073,13.0,1189.0,14.0,1.0,198.0,932.0,9.0,6.0,0.5,1.0,13.0,0.0,13.0,0.0,1.0,3.0,0.0,0.0,893.0,9156615,8.0,379.0,2.3
6880,1428,19.0,1823.0,19.0,1.0,81.0,1250.0,5.0,0.0,0.6,1.0,11.0,0.0,19.0,2.0,0.0,8.0,1.0,1.0,1812.0,9156615,10.0,362.0,2.8
6882,705,10.0,1519.0,8.0,1.0,112.0,1702.0,9.0,5.0,0.7,1.0,2.0,0.0,10.0,2.0,0.0,7.0,1.0,0.0,2440.0,9156615,30.0,1122.0,2.9
6891,2151,12.0,1450.0,17.0,0.0,131.0,1882.0,15.0,9.0,0.6,0.0,9.0,0.0,12.0,0.0,1.0,1.0,0.0,1.0,575.0,9156615,19.0,707.0,2.7
6897,2089,7.0,1490.0,8.0,1.0,150.0,1464.0,17.0,9.0,0.3,1.0,4.0,1.0,7.0,3.0,1.0,8.0,1.0,1.0,3600.0,9156615,64.0,1417.0,0.5
6900,1733,15.0,1163.0,1.0,1.0,132.0,818.0,13.0,0.0,0.9,0.0,0.0,1.0,15.0,2.0,1.0,2.0,1.0,1.0,2940.0,9156615,19.0,728.0,2.1
6908,1119,2.0,1537.0,17.0,1.0,158.0,1305.0,17.0,14.0,0.8,1.0,11.0,1.0,2.0,3.0,0.0,4.0,1.0,0.0,2857.0,9156615,46.0,686.0,2.9
6911,2483,14.0,1660.0,3.0,1.0,169.0,1777.0,12.0,10.0,0.8,1.0,2.0,1.0,14.0,2.0,0.0,2.0,1.0,0.0,2402.0,9156615,24.0,223.0,0.6
6917,1892,16.0,1179.0,12.0,1.0,182.0,1451.0,16.0,5.0,0.3,0.0,7.0,1.0,16.0,0.0,1.0,2.0,0.0,0.0,340.0,9156615,32.0,85.0,0.5
6919,2434,12.0,832.0,5.0,1.0,108.0,1294.0,15.0,13.0,0.3,1.0,1.0,1.0,12.0,0.0,0.0,5.0,0.0,1.0,447.0,9156615,34.0,311.0,1.6
6920,159,10.0,1840.0,16.0,0.0,142.0,1545.0,8.0,0.0,0.7,0.0,12.0,0.0,10.0,1.0,0.0,1.0,0.0,1.0,1078.0,9156615,34.0,311.0,0.5
6925,2163,16.0,1876.0,14.0,1.0,86.0,1564.0,10.0,8.0,0.3,1.0,10.0,1.0,16.0,3.0,0.0,6.0,0.0,0.0,2513.0,9156615,40.0,546.0,0.5
6929,1951,4.0,1327.0,16.0,1.0,89.0,1721.0,7.0,5.0,0.5,1.0,10.0,0.0,4.0,0.0,0.0,7.0,1.0,0.0,872.0,9156615,23.0,441.0,2.8
6932,407,12.0,652.0,11.0,1.0,173.0,559.0,12.0,10.0,0.7,0.0,9.0,1.0,12.0,0.0,1.0,5.0,0.0,1.0,1974.0,9156615,17.0,77.0,2.4
6943,1408,16.0,1791.0,4.0,1.0,110.0,682.0,17.0,8.0,0.5,0.0,1.0,1.0,16.0,0.0,1.0,5.0,1.0,1.0,594.0,9156615,33.0,371.0,0.5
6945,1719,19.0,833.0,2.0,1.0,145.0,1290.0,19.0,8.0,0.3,0.0,0.0,1.0,19.0,0.0,1.0,4.0,1.0,1.0,586.0,9156615,27.0,649.0,0.6
6962,2195,5.0,928.0,13.0,0.0,80.0,1243.0,19.0,10.0,0.7,1.0,11.0,0.0,5.0,0.0,1.0,8.0,0.0,1.0,666.0,9156615,56.0,221.0,0.5
6964,979,20.0,1866.0,9.0,1.0,89.0,1782.0,7.0,4.0,0.8,0.0,3.0,1.0,20.0,1.0,1.0,5.0,0.0,1.0,1444.0,9156615,47.0,358.0,2.5
6967,1159,16.0,504.0,0.0,1.0,178.0,1195.0,6.0,0.0,0.5,0.0,0.0,0.0,16.0,0.0,0.0,3.0,0.0,1.0,470.0,9156615,40.0,626.0,2.8
6972,1441,7.0,599.0,1.0,1.0,186.0,646.0,5.0,3.0,0.3,0.0,0.0,1.0,7.0,2.0,1.0,8.0,0.0,0.0,3396.0,9156615,64.0,103.0,2.9
6979,2106,6.0,1277.0,6.0,1.0,142.0,1460.0,18.0,17.0,0.4,1.0,0.0,1.0,6.0,3.0,1.0,6.0,0.0,1.0,3559.0,9156615,35.0,309.0,0.5
6984,86,7.0,1496.0,5.0,0.0,182.0,741.0,16.0,0.0,0.5,1.0,4.0,0.0,7.0,0.0,1.0,5.0,1.0,1.0,854.0,9156615,42.0,96.0,2.0
6985,2060,4.0,1193.0,20.0,1.0,166.0,1729.0,17.0,14.0,0.5,0.0,11.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,536.0,9156615,26.0,730.0,0.9
6992,1048,6.0,1960.0,9.0,0.0,165.0,877.0,11.0,9.0,0.2,1.0,1.0,0.0,6.0,3.0,1.0,7.0,1.0,0.0,3773.0,9156615,7.0,868.0,2.1
6993,107,14.0,1657.0,16.0,1.0,198.0,1796.0,18.0,1.0,0.1,0.0,3.0,0.0,14.0,3.0,1.0,5.0,0.0,0.0,2597.0,9156615,42.0,1770.0,2.4
6997,2347,12.0,1265.0,16.0,0.0,182.0,836.0,5.0,0.0,0.7,0.0,7.0,0.0,12.0,1.0,0.0,5.0,1.0,0.0,1362.0,9156615,49.0,690.0,1.5
6999,1540,18.0,1994.0,7.0,1.0,189.0,1546.0,12.0,11.0,0.4,0.0,5.0,0.0,18.0,2.0,1.0,2.0,0.0,0.0,1836.0,9156615,5.0,86.0,0.7
7002,1366,16.0,1708.0,16.0,1.0,197.0,1345.0,19.0,16.0,0.9,0.0,8.0,1.0,16.0,1.0,0.0,4.0,0.0,0.0,1247.0,9156615,14.0,263.0,0.8
7006,406,16.0,1007.0,2.0,0.0,95.0,1529.0,9.0,0.0,0.1,0.0,0.0,0.0,16.0,3.0,0.0,5.0,0.0,0.0,3648.0,9156615,45.0,1186.0,2.0
7008,1995,19.0,794.0,14.0,1.0,106.0,1890.0,13.0,4.0,0.8,1.0,0.0,1.0,19.0,0.0,1.0,6.0,0.0,1.0,668.0,9156615,2.0,1222.0,0.5
7015,936,9.0,805.0,2.0,1.0,88.0,1538.0,18.0,11.0,0.6,0.0,1.0,0.0,9.0,3.0,0.0,6.0,1.0,0.0,3647.0,9156615,34.0,1262.0,0.8
7021,854,12.0,767.0,12.0,1.0,107.0,1995.0,6.0,0.0,0.5,1.0,7.0,1.0,12.0,2.0,0.0,4.0,1.0,0.0,2317.0,9156615,10.0,517.0,0.8
7026,1122,11.0,1871.0,5.0,1.0,144.0,1966.0,15.0,8.0,0.4,0.0,4.0,1.0,11.0,3.0,0.0,8.0,0.0,0.0,2727.0,9156615,41.0,275.0,2.1
7030,1726,6.0,990.0,7.0,1.0,153.0,1717.0,11.0,8.0,0.9,0.0,3.0,0.0,6.0,2.0,1.0,2.0,0.0,1.0,2698.0,9156615,15.0,1466.0,2.7
7038,2369,7.0,1689.0,18.0,0.0,127.0,1200.0,7.0,2.0,0.3,1.0,17.0,0.0,7.0,3.0,0.0,3.0,1.0,0.0,2766.0,9156615,24.0,954.0,1.8
7039,1035,4.0,1696.0,2.0,0.0,97.0,772.0,5.0,0.0,0.9,1.0,1.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,523.0,9156615,13.0,179.0,1.7
7049,1256,10.0,1747.0,12.0,1.0,185.0,873.0,7.0,1.0,0.7,0.0,4.0,0.0,10.0,3.0,0.0,6.0,0.0,0.0,3105.0,9156615,13.0,800.0,0.5
7070,2380,16.0,633.0,1.0,1.0,139.0,1009.0,11.0,1.0,0.1,1.0,0.0,1.0,16.0,2.0,1.0,8.0,1.0,0.0,3560.0,9156615,49.0,529.0,2.2
7071,1920,5.0,591.0,17.0,1.0,90.0,1603.0,5.0,0.0,0.9,1.0,1.0,1.0,5.0,3.0,1.0,6.0,0.0,1.0,3746.0,9156615,16.0,892.0,0.5
7072,1728,20.0,1065.0,3.0,1.0,158.0,1722.0,16.0,13.0,0.1,0.0,0.0,1.0,20.0,1.0,0.0,5.0,1.0,1.0,1193.0,9156615,21.0,760.0,2.8
7074,384,2.0,625.0,20.0,1.0,191.0,550.0,10.0,6.0,0.2,0.0,12.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,3801.0,9156615,33.0,431.0,1.9
7078,2456,7.0,1565.0,1.0,1.0,121.0,1364.0,19.0,17.0,0.1,1.0,0.0,0.0,7.0,0.0,1.0,5.0,1.0,0.0,308.0,9156615,38.0,781.0,0.5
7084,701,5.0,1717.0,3.0,0.0,130.0,810.0,6.0,4.0,0.7,1.0,1.0,0.0,5.0,3.0,1.0,1.0,0.0,0.0,3226.0,9156615,62.0,609.0,1.3
7091,1295,13.0,1347.0,19.0,1.0,95.0,1528.0,13.0,0.0,0.3,1.0,10.0,0.0,13.0,2.0,0.0,1.0,1.0,1.0,2456.0,9156615,56.0,398.0,1.5
7105,88,8.0,668.0,13.0,1.0,155.0,1203.0,9.0,5.0,0.1,1.0,0.0,0.0,8.0,2.0,0.0,5.0,1.0,1.0,2746.0,9156615,3.0,666.0,0.5
7108,50,15.0,1547.0,19.0,1.0,198.0,1832.0,5.0,0.0,0.7,0.0,2.0,1.0,15.0,2.0,1.0,3.0,1.0,1.0,2059.0,9156615,14.0,1042.0,3.0
7109,8,20.0,1445.0,14.0,1.0,174.0,836.0,17.0,1.0,0.7,0.0,0.0,0.0,20.0,0.0,1.0,7.0,0.0,0.0,1099.0,9156615,53.0,386.0,0.5
7111,2481,6.0,983.0,11.0,1.0,130.0,1205.0,5.0,3.0,0.1,0.0,0.0,1.0,6.0,1.0,0.0,4.0,1.0,1.0,2052.0,9156615,45.0,948.0,0.6
7114,2448,19.0,1702.0,19.0,1.0,107.0,1643.0,10.0,0.0,0.6,0.0,12.0,1.0,19.0,1.0,1.0,2.0,1.0,1.0,595.0,9156615,47.0,1284.0,2.3
7120,1538,20.0,1070.0,16.0,0.0,160.0,1614.0,14.0,13.0,0.8,1.0,9.0,0.0,20.0,2.0,1.0,7.0,0.0,0.0,2647.0,9156615,19.0,90.0,3.0
7128,1634,18.0,986.0,20.0,1.0,182.0,679.0,8.0,7.0,0.8,1.0,13.0,1.0,18.0,0.0,1.0,4.0,0.0,0.0,1149.0,9156615,28.0,199.0,0.8
7132,893,18.0,1181.0,16.0,1.0,116.0,831.0,6.0,0.0,0.6,1.0,12.0,1.0,18.0,1.0,0.0,2.0,0.0,0.0,2020.0,9156615,61.0,385.0,2.3
7136,1749,11.0,1485.0,1.0,1.0,158.0,1023.0,14.0,11.0,0.8,1.0,0.0,1.0,11.0,3.0,1.0,5.0,0.0,1.0,3241.0,9156615,28.0,371.0,0.9
7138,1333,8.0,1972.0,18.0,1.0,196.0,952.0,8.0,1.0,0.4,1.0,9.0,0.0,8.0,1.0,0.0,7.0,0.0,0.0,1316.0,9156615,14.0,293.0,2.9
7145,339,16.0,1560.0,1.0,1.0,169.0,1364.0,15.0,11.0,0.8,1.0,0.0,1.0,16.0,2.0,0.0,7.0,1.0,0.0,1938.0,9156615,22.0,745.0,2.3
7161,1300,18.0,664.0,19.0,1.0,164.0,1472.0,11.0,5.0,0.9,0.0,5.0,1.0,18.0,3.0,0.0,2.0,0.0,0.0,3774.0,9156615,6.0,1076.0,1.5
7164,461,7.0,1512.0,17.0,1.0,162.0,884.0,15.0,7.0,0.7,1.0,12.0,0.0,7.0,2.0,1.0,7.0,1.0,0.0,2335.0,9156615,6.0,205.0,1.7
7169,1005,16.0,1270.0,1.0,0.0,104.0,1716.0,13.0,4.0,0.5,0.0,0.0,0.0,16.0,3.0,1.0,5.0,1.0,0.0,3299.0,9156615,58.0,1512.0,2.3
7170,746,7.0,1884.0,18.0,1.0,185.0,819.0,14.0,8.0,0.8,1.0,7.0,1.0,7.0,3.0,0.0,1.0,1.0,1.0,3619.0,9156615,43.0,451.0,2.1
7174,79,16.0,1103.0,8.0,0.0,111.0,1486.0,8.0,7.0,0.7,1.0,6.0,0.0,16.0,1.0,0.0,6.0,1.0,1.0,1837.0,9156615,29.0,990.0,1.0
7184,2144,11.0,1273.0,15.0,1.0,99.0,886.0,18.0,15.0,0.4,1.0,3.0,1.0,11.0,1.0,0.0,4.0,0.0,0.0,1767.0,9156615,48.0,490.0,1.0
7200,1904,4.0,1494.0,4.0,1.0,158.0,790.0,11.0,9.0,0.8,0.0,3.0,1.0,4.0,3.0,0.0,5.0,0.0,0.0,3208.0,9156615,45.0,449.0,1.6
7204,855,15.0,1068.0,7.0,1.0,97.0,1500.0,16.0,1.0,0.1,0.0,6.0,1.0,15.0,1.0,0.0,8.0,0.0,0.0,1436.0,9156615,52.0,994.0,1.3
7215,482,11.0,1330.0,17.0,0.0,83.0,1262.0,14.0,6.0,0.3,0.0,14.0,0.0,11.0,0.0,1.0,5.0,1.0,1.0,463.0,9156615,3.0,980.0,1.3
7222,990,19.0,1483.0,19.0,0.0,146.0,1552.0,9.0,4.0,0.6,0.0,13.0,0.0,19.0,1.0,1.0,7.0,0.0,1.0,1587.0,9156615,19.0,361.0,2.6
7225,35,15.0,725.0,17.0,1.0,160.0,1249.0,10.0,4.0,0.4,0.0,16.0,0.0,15.0,1.0,0.0,8.0,0.0,1.0,1326.0,9156615,60.0,1134.0,1.3
7234,2109,13.0,1049.0,17.0,0.0,135.0,1077.0,11.0,3.0,0.5,0.0,9.0,0.0,13.0,0.0,1.0,5.0,0.0,0.0,1022.0,9156615,63.0,199.0,2.2
7237,317,20.0,1170.0,13.0,1.0,199.0,709.0,18.0,5.0,0.4,0.0,6.0,1.0,20.0,0.0,1.0,2.0,1.0,0.0,715.0,9156615,14.0,474.0,0.9
7246,21,15.0,1709.0,2.0,1.0,156.0,1385.0,17.0,1.0,1.0,0.0,1.0,0.0,15.0,3.0,1.0,2.0,0.0,0.0,3283.0,9156615,13.0,974.0,2.1
7262,2319,19.0,801.0,4.0,0.0,165.0,879.0,17.0,4.0,0.4,0.0,2.0,0.0,19.0,1.0,1.0,7.0,1.0,1.0,1617.0,9156615,63.0,650.0,2.2
7271,1510,15.0,827.0,17.0,1.0,87.0,826.0,5.0,3.0,0.2,0.0,9.0,1.0,15.0,1.0,1.0,6.0,1.0,1.0,2367.0,9156615,35.0,23.0,0.6
7274,2123,16.0,1708.0,19.0,1.0,109.0,517.0,6.0,4.0,0.1,1.0,18.0,1.0,16.0,3.0,1.0,1.0,1.0,1.0,3388.0,9156615,49.0,233.0,2.4
7281,1075,8.0,1449.0,12.0,1.0,144.0,1883.0,10.0,0.0,0.2,1.0,3.0,1.0,8.0,1.0,0.0,1.0,1.0,1.0,1032.0,9156615,10.0,1518.0,0.8
7284,453,11.0,1289.0,12.0,1.0,178.0,899.0,6.0,2.0,1.0,1.0,10.0,1.0,11.0,0.0,0.0,6.0,0.0,0.0,1043.0,9156615,25.0,765.0,0.9
7291,155,6.0,1692.0,6.0,1.0,139.0,1925.0,16.0,10.0,0.9,1.0,4.0,1.0,6.0,1.0,0.0,1.0,0.0,1.0,1394.0,9156615,46.0,674.0,2.3
7292,561,17.0,1229.0,16.0,0.0,191.0,1878.0,17.0,6.0,0.8,0.0,15.0,0.0,17.0,1.0,0.0,2.0,1.0,1.0,1667.0,9156615,14.0,120.0,0.5
7294,320,5.0,728.0,20.0,1.0,101.0,775.0,16.0,0.0,0.6,1.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,1.0,834.0,9156615,5.0,584.0,1.7
7303,2127,19.0,1488.0,6.0,0.0,112.0,1647.0,14.0,10.0,0.8,0.0,1.0,0.0,19.0,3.0,0.0,5.0,0.0,0.0,3054.0,9156615,39.0,1528.0,0.5
7304,1693,7.0,695.0,19.0,1.0,196.0,1829.0,16.0,13.0,0.6,1.0,18.0,1.0,7.0,2.0,0.0,2.0,1.0,0.0,2855.0,9156615,12.0,1649.0,0.5
7311,940,13.0,1456.0,10.0,1.0,80.0,1666.0,6.0,3.0,0.1,1.0,9.0,1.0,13.0,3.0,0.0,8.0,0.0,1.0,3998.0,9156615,39.0,815.0,1.6
7323,1503,14.0,1762.0,10.0,1.0,157.0,790.0,14.0,5.0,0.1,0.0,7.0,0.0,14.0,1.0,0.0,4.0,0.0,0.0,1380.0,9156615,60.0,643.0,0.7
7329,2230,16.0,1723.0,17.0,1.0,126.0,1361.0,5.0,0.0,0.6,1.0,1.0,1.0,16.0,1.0,1.0,3.0,1.0,0.0,1213.0,9156615,7.0,384.0,1.0
7335,328,15.0,1430.0,16.0,0.0,183.0,1182.0,7.0,1.0,0.5,1.0,1.0,0.0,15.0,2.0,0.0,1.0,1.0,1.0,2832.0,9156615,27.0,1132.0,0.5
7336,122,6.0,825.0,10.0,0.0,130.0,863.0,10.0,4.0,0.9,1.0,7.0,0.0,6.0,3.0,1.0,3.0,0.0,1.0,3534.0,9156615,52.0,597.0,0.5
7347,1267,4.0,896.0,4.0,1.0,111.0,1469.0,12.0,10.0,0.3,1.0,3.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,1060.0,9156615,4.0,1379.0,1.0
7358,1647,10.0,771.0,17.0,1.0,157.0,1247.0,16.0,2.0,0.1,1.0,0.0,1.0,10.0,0.0,1.0,3.0,1.0,1.0,920.0,9156615,33.0,776.0,0.5
7367,745,6.0,894.0,20.0,1.0,168.0,1300.0,5.0,1.0,0.7,1.0,16.0,0.0,6.0,2.0,0.0,8.0,1.0,1.0,3377.0,9156615,16.0,286.0,2.1
7369,1154,8.0,987.0,3.0,1.0,192.0,565.0,11.0,3.0,0.8,1.0,1.0,0.0,8.0,0.0,0.0,7.0,0.0,1.0,1454.0,9156615,20.0,412.0,2.0
7378,2390,6.0,893.0,1.0,0.0,183.0,946.0,7.0,1.0,0.6,1.0,0.0,0.0,6.0,2.0,0.0,2.0,1.0,1.0,2986.0,9156615,55.0,417.0,2.5
7381,1907,3.0,709.0,11.0,0.0,130.0,1531.0,16.0,14.0,0.1,0.0,1.0,0.0,3.0,3.0,0.0,5.0,1.0,1.0,3568.0,9156615,11.0,119.0,2.4
7396,638,9.0,955.0,8.0,1.0,143.0,1511.0,12.0,9.0,0.9,1.0,4.0,0.0,9.0,1.0,0.0,5.0,1.0,1.0,1432.0,9156615,43.0,1248.0,0.5
7399,1076,10.0,516.0,7.0,1.0,91.0,1401.0,8.0,0.0,0.4,1.0,0.0,1.0,10.0,0.0,0.0,5.0,1.0,1.0,819.0,9156615,39.0,855.0,1.1
7406,264,15.0,1722.0,16.0,1.0,177.0,1741.0,14.0,0.0,0.8,0.0,8.0,0.0,15.0,3.0,0.0,2.0,1.0,0.0,3271.0,9156615,18.0,865.0,2.6
7409,1052,10.0,547.0,4.0,1.0,154.0,541.0,17.0,3.0,0.4,1.0,1.0,0.0,10.0,1.0,0.0,5.0,0.0,1.0,2705.0,9156615,37.0,371.0,1.9
7413,2238,2.0,811.0,13.0,1.0,106.0,1429.0,18.0,7.0,0.3,0.0,5.0,1.0,2.0,1.0,1.0,6.0,1.0,1.0,2111.0,9156615,2.0,333.0,2.4
7414,1833,16.0,1110.0,16.0,1.0,152.0,1455.0,16.0,5.0,0.1,0.0,4.0,1.0,16.0,2.0,0.0,3.0,1.0,0.0,2572.0,9156615,41.0,800.0,1.5
7417,2353,10.0,1827.0,16.0,1.0,128.0,1020.0,14.0,9.0,0.5,1.0,4.0,1.0,10.0,2.0,0.0,5.0,0.0,0.0,2844.0,9156615,39.0,55.0,1.7
7427,72,4.0,605.0,16.0,1.0,142.0,1026.0,15.0,6.0,0.1,0.0,8.0,1.0,4.0,0.0,0.0,3.0,0.0,0.0,392.0,9156615,9.0,160.0,1.0
7433,2032,20.0,1883.0,13.0,1.0,146.0,1739.0,16.0,8.0,0.3,0.0,3.0,1.0,20.0,3.0,1.0,6.0,0.0,0.0,2600.0,9156615,10.0,836.0,0.5
7437,563,15.0,1290.0,4.0,0.0,143.0,1109.0,9.0,8.0,0.1,1.0,0.0,0.0,15.0,1.0,0.0,6.0,1.0,0.0,1214.0,9156615,3.0,600.0,0.5
7438,808,11.0,1852.0,18.0,1.0,196.0,1163.0,13.0,1.0,0.7,0.0,4.0,1.0,11.0,3.0,0.0,1.0,1.0,0.0,3970.0,9156615,10.0,580.0,1.4
7439,594,5.0,621.0,20.0,1.0,151.0,910.0,6.0,1.0,0.1,1.0,0.0,0.0,5.0,2.0,1.0,4.0,1.0,1.0,2801.0,9156615,54.0,434.0,2.7
7445,422,2.0,1503.0,14.0,1.0,166.0,1304.0,15.0,1.0,0.2,0.0,10.0,1.0,2.0,2.0,1.0,4.0,0.0,0.0,2122.0,9156615,43.0,841.0,0.7
7448,391,2.0,1036.0,3.0,0.0,119.0,926.0,10.0,7.0,0.2,1.0,0.0,0.0,2.0,1.0,1.0,7.0,0.0,0.0,2101.0,9156615,39.0,373.0,2.4
7451,1334,15.0,1039.0,9.0,1.0,130.0,1878.0,18.0,12.0,0.2,0.0,8.0,0.0,15.0,1.0,0.0,8.0,0.0,1.0,1742.0,9156615,47.0,384.0,0.5
7457,2099,6.0,1087.0,9.0,1.0,166.0,589.0,14.0,6.0,0.3,0.0,0.0,1.0,6.0,0.0,0.0,3.0,1.0,0.0,690.0,9156615,16.0,295.0,1.3
7460,0,19.0,842.0,2.0,0.0,188.0,756.0,9.0,7.0,0.6,0.0,1.0,0.0,19.0,1.0,0.0,2.0,1.0,0.0,2549.0,9156615,7.0,20.0,2.2
7465,783,13.0,1067.0,15.0,0.0,146.0,1009.0,5.0,0.0,0.2,0.0,11.0,0.0,13.0,0.0,0.0,1.0,1.0,1.0,966.0,9156615,14.0,965.0,1.8
7469,1095,18.0,775.0,14.0,1.0,185.0,1555.0,19.0,3.0,0.1,1.0,1.0,1.0,18.0,1.0,1.0,7.0,1.0,1.0,1719.0,9156615,10.0,444.0,2.5
7473,1528,13.0,1028.0,10.0,1.0,193.0,1923.0,18.0,4.0,0.1,0.0,1.0,1.0,13.0,1.0,1.0,1.0,1.0,0.0,1424.0,9156615,30.0,1801.0,2.8
7484,176,4.0,685.0,10.0,0.0,93.0,648.0,14.0,8.0,0.8,0.0,2.0,0.0,4.0,0.0,0.0,7.0,1.0,0.0,728.0,9156615,29.0,433.0,0.5
7496,1578,10.0,1856.0,1.0,1.0,155.0,1155.0,17.0,6.0,0.1,1.0,0.0,1.0,10.0,2.0,0.0,5.0,0.0,1.0,2052.0,9156615,24.0,277.0,0.5
7519,801,3.0,1422.0,17.0,1.0,112.0,926.0,19.0,1.0,0.1,1.0,15.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,509.0,9156615,3.0,1.0,1.0
7524,1410,12.0,856.0,7.0,1.0,115.0,1027.0,6.0,3.0,0.6,1.0,0.0,1.0,12.0,1.0,0.0,1.0,1.0,1.0,2439.0,9156615,14.0,395.0,1.9
7542,341,2.0,811.0,13.0,1.0,106.0,1429.0,18.0,7.0,0.3,0.0,5.0,1.0,2.0,1.0,1.0,6.0,1.0,1.0,2111.0,9156615,2.0,333.0,2.4
7546,1709,17.0,1922.0,16.0,1.0,153.0,1882.0,12.0,1.0,0.6,0.0,15.0,1.0,17.0,3.0,0.0,8.0,0.0,0.0,3564.0,9156615,42.0,725.0,0.5
7549,1170,16.0,1100.0,14.0,1.0,112.0,1344.0,12.0,2.0,0.1,1.0,12.0,0.0,16.0,0.0,1.0,8.0,1.0,0.0,757.0,9156615,15.0,919.0,1.6
7554,903,10.0,899.0,11.0,1.0,192.0,1638.0,19.0,16.0,0.3,0.0,3.0,1.0,10.0,2.0,1.0,4.0,1.0,0.0,2870.0,9156615,53.0,641.0,2.7
7559,553,18.0,1544.0,20.0,1.0,113.0,857.0,8.0,7.0,0.1,1.0,12.0,1.0,18.0,1.0,0.0,8.0,0.0,0.0,1300.0,9156615,45.0,236.0,2.3
7562,1542,17.0,1908.0,19.0,1.0,111.0,1046.0,19.0,17.0,1.0,0.0,9.0,1.0,17.0,3.0,0.0,2.0,1.0,0.0,2944.0,9156615,30.0,140.0,0.5
7563,123,17.0,1379.0,7.0,1.0,200.0,1376.0,5.0,4.0,0.8,1.0,5.0,1.0,17.0,3.0,0.0,2.0,1.0,0.0,3426.0,9156615,36.0,538.0,1.1
